source_id,company,symbol,document_type,title,issuer,published_date,period_covered,url,primary_or_secondary,accessed_date,claim_or_metric_supported,notes
MARUTI-SCR-01,Maruti Suzuki India Ltd,MARUTI,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MARUTI/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MARUTI-PXW-01,Maruti Suzuki India Ltd,MARUTI,Market data,MARUTI.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MARUTI.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MASFIN-SCR-01,MAS Financial Services Ltd,MASFIN,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MASFIN/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MASFIN-PXW-01,MAS Financial Services Ltd,MASFIN,Market data,MASFIN.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MASFIN.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MASTEK-SCR-01,Mastek Ltd,MASTEK,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MASTEK/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MASTEK-PXW-01,Mastek Ltd,MASTEK,Market data,MASTEK.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MASTEK.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MASTERTR-SCR-01,Master Trust Ltd,MASTERTR,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MASTERTR/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MASTERTR-PXW-01,Master Trust Ltd,MASTERTR,Market data,MASTERTR.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MASTERTR.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MATRIMONY-SCR-01,Matrimony.com Ltd,MATRIMONY,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MATRIMONY/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MATRIMONY-PXW-01,Matrimony.com Ltd,MATRIMONY,Market data,MATRIMONY.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MATRIMONY.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MAWANASUG-SCR-01,Mawana Sugars Ltd,MAWANASUG,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MAWANASUG/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MAWANASUG-PXW-01,Mawana Sugars Ltd,MAWANASUG,Market data,MAWANASUG.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MAWANASUG.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MAXESTATES-SCR-01,Max Estates Ltd,MAXESTATES,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MAXESTATES/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MAXESTATES-PXW-01,Max Estates Ltd,MAXESTATES,Market data,MAXESTATES.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MAXESTATES.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MAXHEALTH-SCR-01,Max Healthcare Institute Ltd,MAXHEALTH,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MAXHEALTH/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MAXHEALTH-PXW-01,Max Healthcare Institute Ltd,MAXHEALTH,Market data,MAXHEALTH.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MAXHEALTH.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MAXIND-SCR-01,Max India Ltd,MAXIND,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MAXIND/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MAXIND-PXW-01,Max India Ltd,MAXIND,Market data,MAXIND.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MAXIND.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MAYURUNIQ-SCR-01,Mayur Uniquoters Ltd,MAYURUNIQ,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MAYURUNIQ/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MAYURUNIQ-PXW-01,Mayur Uniquoters Ltd,MAYURUNIQ,Market data,MAYURUNIQ.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MAYURUNIQ.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MAZDOCK-SCR-01,Mazagon Dock Shipbuilders Ltd,MAZDOCK,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MAZDOCK/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MAZDOCK-PXW-01,Mazagon Dock Shipbuilders Ltd,MAZDOCK,Market data,MAZDOCK.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MAZDOCK.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MBEL-SCR-01,M & B Engineering Ltd,MBEL,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MBEL/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MBEL-PXW-01,M & B Engineering Ltd,MBEL,Market data,MBEL.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MBEL.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MCCHRLS-B-SCR-01,Mac Charles (India) Ltd,MCCHRLS-B,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MCCHRLS-B/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MCCHRLS-B-PXW-01,Mac Charles (India) Ltd,MCCHRLS-B,Market data,MCCHRLS-B.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MCCHRLS-B.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MCLOUD-SCR-01,Magellanic Cloud Ltd,MCLOUD,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MCLOUD/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MCLOUD-PXW-01,Magellanic Cloud Ltd,MCLOUD,Market data,MCLOUD.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MCLOUD.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MCX-SCR-01,Multi Commodity Exchange of India Ltd,MCX,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MCX/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MCX-PXW-01,Multi Commodity Exchange of India Ltd,MCX,Market data,MCX.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MCX.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MEDANTA-SCR-01,Global Health Ltd,MEDANTA,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MEDANTA/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MEDANTA-PXW-01,Global Health Ltd,MEDANTA,Market data,MEDANTA.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MEDANTA.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MEDIASSIST-SCR-01,Medi Assist Healthcare Services Ltd,MEDIASSIST,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MEDIASSIST/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MEDIASSIST-PXW-01,Medi Assist Healthcare Services Ltd,MEDIASSIST,Market data,MEDIASSIST.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MEDIASSIST.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MEDICAMEQ-SCR-01,Medicamen Biotech Ltd,MEDICAMEQ,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MEDICAMEQ/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MEDICAMEQ-PXW-01,Medicamen Biotech Ltd,MEDICAMEQ,Market data,MEDICAMEQ.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MEDICAMEQ.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MEDPLUS-SCR-01,Medplus Health Services Ltd,MEDPLUS,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MEDPLUS/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MEDPLUS-PXW-01,Medplus Health Services Ltd,MEDPLUS,Market data,MEDPLUS.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MEDPLUS.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MEGASTAR-SCR-01,Megastar Foods Ltd,MEGASTAR,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MEGASTAR/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MEGASTAR-PXW-01,Megastar Foods Ltd,MEGASTAR,Market data,MEGASTAR.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MEGASTAR.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MENNPIS-SCR-01,Menon Pistons Ltd,MENNPIS,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MENNPIS/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MENNPIS-PXW-01,Menon Pistons Ltd,MENNPIS,Market data,MENNPIS.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MENNPIS.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MERCANTILE-SCR-01,Mercantile Ventures Ltd,MERCANTILE,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MERCANTILE/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MERCANTILE-PXW-01,Mercantile Ventures Ltd,MERCANTILE,Market data,MERCANTILE.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MERCANTILE.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
MERCURYEV-SCR-01,Mercury EV-Tech Ltd,MERCURYEV,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/MERCURYEV/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
MERCURYEV-PXW-01,Mercury EV-Tech Ltd,MERCURYEV,Market data,MERCURYEV.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/MERCURYEV.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
METROBRAND-SCR-01,Metro Brands Ltd,METROBRAND,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/METROBRAND/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
